h3_08,propertyType,lotAreaValue,priceChange,zestimate,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,unit,newConstructionType,resultsPerPage,totalPages,totalResultCount,h3_07,geometry,pricePerSqft
8828d55181fffff,LOT,0.3075,,,https://photos.zillowstatic.com/fp/fe147302084543c2d74d7d245cc09c15-p_e.jpg,830000.0,,-122.21409,47.56258,FOR_SALE,338639469.0,2299.0,9.0,,0.0,USA,USD,acres,,,41,20,2326,8728d5518ffffff,"POLYGON ((-122.21729527107284 47.55999910919042, -122.212316875797 47.56330645510882, -122.21391546709414 47.56747969046682, -122.22049287443505 47.568345438707254, -122.22547101249162 47.56503798465901, -122.22387200049259 47.56086489051288, -122.21729527107284 47.55999910919042))",
8828d5c9b7fffff,SINGLE_FAMILY,0.2755,,,https://photos.zillowstatic.com/fp/6fe52fea0e2a6d03a50cf8947dbd1476-p_e.jpg,759500.0,4.0,-122.20236,47.454803,FOR_SALE,49108570.0,3452.0,9.0,3.0,2140.0,USA,USD,acres,,,41,20,2326,8728d5c9bffffff,"POLYGON ((-122.20543224889353 47.44737618184465, -122.20045969998748 47.450686868767015, -122.20205567670716 47.45486768450974, -122.20862462220525 47.455737671776525, -122.21359691490095 47.4524268768662, -122.21200051837468 47.44824620268978, -122.20543224889353 47.44737618184465))",354.9065420560748
8828d55117fffff,TOWNHOUSE,2252.052,,942800.0,https://photos.zillowstatic.com/fp/b5c17349c86b8a451a157d4083f44362-p_e.jpg,900000.0,2.0,-122.18703,47.542698,FOR_SALE,49004195.0,3428.0,9.0,3.0,1870.0,USA,USD,sqft,,,41,20,2326,8728d5511ffffff,"POLYGON ((-122.18459826158056 47.539831773644934, -122.17961883996095 47.543138686724284, -122.18121572586128 47.54731407234177, -122.18779245457722 47.54818240377971, -122.19277161999089 47.5448753824427, -122.19117431296051 47.54070013793814, -122.18459826158056 47.539831773644934))",481.2834224598931
8828d5c9a9fffff,SINGLE_FAMILY,3253.932,,840700.0,https://photos.zillowstatic.com/fp/943aa1cf438fe318595d2ced44cb7bcb-p_e.jpg,829950.0,4.0,-122.187355,47.42818,FOR_SALE,96686948.0,3300.0,9.0,3.0,1920.0,USA,USD,sqft,,,41,20,2326,8728d5c9affffff,"POLYGON ((-122.18431976733068 47.42472345759153, -122.17934712167548 47.42803418232514, -122.18094181744826 47.43221700446507, -122.18750957892887 47.43308896034628, -122.19248196908453 47.4297781275583, -122.19088685332483 47.425595446956166, -122.18431976733068 47.42472345759153))",432.265625
8828d550cdfffff,SINGLE_FAMILY,6033.06,,674000.0,https://photos.zillowstatic.com/fp/ab0cfeb6b1e808866993354d978bf982-p_e.jpg,650000.0,2.0,-122.28631,47.52269,FOR_SALE,49067418.0,2199.0,9.0,1.0,920.0,USA,USD,sqft,,,41,20,2326,8728d550cffffff,"POLYGON ((-122.28853741067786 47.51784159429441, -122.28356635155126 47.52115274377494, -122.28516701873191 47.5253268568457, -122.29173916401243 47.52618967870364, -122.29670996424164 47.52287842152963, -122.29510887815374 47.51870445020385, -122.28853741067786 47.51784159429441))",706.5217391304348
8828d540c5fffff,CONDO,,,533400.0,https://photos.zillowstatic.com/fp/ea6e77ccf807dadf05bf222442d9df15-p_e.jpg,510000.0,1.0,-122.29734,47.66589,FOR_SALE,61765835.0,1237.0,9.0,1.0,531.0,USA,USD,,Apt 502,,41,20,2326,8728d540cffffff,"POLYGON ((-122.29520387653268 47.66522861143087, -122.29022454498896 47.66853507195685, -122.29182829131321 47.67269946962628, -122.29841178949776 47.673557265549256, -122.30339086105265 47.67025069709264, -122.30178669447822 47.66608644065633, -122.29520387653268 47.66522861143087))",960.45197740113
8828d55327fffff,SINGLE_FAMILY,6756.156,,1321000.0,https://photos.zillowstatic.com/fp/31c2d9ad0e109030c28b27926a9f3a8c-p_e.jpg,1288880.0,5.0,-122.15146,47.49646,FOR_SALE,84761871.0,3949.0,9.0,3.0,2940.0,USA,USD,sqft,,,41,20,2326,8728d5532ffffff,"POLYGON ((-122.15389425323244 47.492138094840264, -122.14891556947892 47.4954455565118, -122.1505103094623 47.499624817244325, -122.15708415450878 47.500496475192584, -122.16206258318196 47.497188905195266, -122.16046742195485 47.493009785588235, -122.15389425323244 47.492138094840264))",438.3945578231293
8828d542d3fffff,CONDO,,,296100.0,https://photos.zillowstatic.com/fp/02c9ca0dedc11e1ccc4612156e67950e-p_e.jpg,290000.0,0.0,-122.36413,47.62563,FOR_SALE,49050695.0,1432.0,9.0,1.0,475.0,USA,USD,,Apt 312,,41,20,2326,8728d542dffffff,"POLYGON ((-122.36646408024217 47.62307462893957, -122.36149211085028 47.62638489665419, -122.36309792693689 47.63055017488269, -122.36967613093022 47.63140504364728, -122.37464783865738 47.62809466844406, -122.37304160412222 47.62392953197745, -122.36646408024217 47.62307462893957))",610.5263157894736
8828d54705fffff,CONDO,,,458100.0,https://photos.zillowstatic.com/fp/a5d7d8735baf899f907c7037fe66595d-p_e.jpg,450000.0,1.0,-122.38152,47.669678,FOR_SALE,2078059474.0,1018.0,10.0,1.0,529.0,USA,USD,,# 213,,41,20,2326,8728d5470ffffff,"POLYGON ((-122.37755677263253 47.668023648923324, -122.37258289661882 47.67133278847012, -122.374190020585 47.67549486343127, -122.3807714393133 47.676347657205795, -122.38574505308021 47.673038410143235, -122.38413751043201 47.6688764768345, -122.37755677263253 47.668023648923324))",850.6616257088847
8828d555a7fffff,CONDO,1533.312,,1028700.0,https://photos.zillowstatic.com/fp/f62650b5caa78fb4c9dad3a8f174193b-p_e.jpg,1025000.0,2.0,-122.38793,47.637856,FOR_SALE,61765897.0,3565.0,10.0,2.0,1598.0,USA,USD,sqft,Apt 301,,41,20,2326,8728d555affffff,"POLYGON ((-122.38283218684349 47.63311352353791, -122.37786074103458 47.63642400619716, -122.37946740891056 47.64058820744565, -122.38604594089317 47.641441784237614, -122.39101712453021 47.63813119415486, -122.38941003842288 47.63396713471621, -122.38283218684349 47.63311352353791))",641.4267834793492
8828d54059fffff,SINGLE_FAMILY,5000.688,,3679700.0,https://photos.zillowstatic.com/fp/0a96792fcf00fe26b19b03c3e3facca4-p_e.jpg,3685000.0,4.0,-122.28504,47.632298,FOR_SALE,96705203.0,9059.0,10.0,5.0,3980.0,USA,USD,sqft,,,41,20,2326,8728d5405ffffff,"POLYGON ((-122.28077541538045 47.627734233078705, -122.27579732540303 47.631041460978146, -122.27739977246465 47.63520866481036, -122.28398072972385 47.636068499459654, -122.28895856033742 47.63276116362651, -122.28735569312192 47.62859410109041, -122.28077541538045 47.627734233078705))",925.8793969849246
8828d542ebfffff,CONDO,,,525400.0,https://photos.zillowstatic.com/fp/f8b9c146082aa34527dbcfc472e28c11-p_e.jpg,525000.0,1.0,-122.320366,47.623894,FOR_SALE,88874152.0,1911.0,10.0,1.0,636.0,USA,USD,,Apt 615,,41,20,2326,8728d542effffff,"POLYGON ((-122.31544338450529 47.620387488307266, -122.310468092591 47.62369612966457, -122.31207179937017 47.627862909399376, -122.31865121753967 47.628720906284336, -122.32362624919229 47.6254121571832, -122.32202212300338 47.62124551895355, -122.31544338450529 47.620387488307266))",825.4716981132076
8828d5428dfffff,CONDO,,-39951.0,766500.0,https://photos.zillowstatic.com/fp/0008cec38ff8aa917cca2838a82987c9-p_e.jpg,759049.0,2.0,-122.32474,47.630035,FOR_SALE,48793786.0,1919.0,10.0,2.0,1132.0,USA,USD,,Apt 4,,41,20,2326,8728d5428ffffff,"POLYGON ((-122.32362624919229 47.6254121571832, -122.31865121753967 47.628720906284336, -122.3202553505589 47.63288714772533, -122.32683493459868 47.633744498548445, -122.33180970573602 47.630435641735765, -122.33020515341519 47.62626954182412, -122.32362624919229 47.6254121571832))",670.5379858657244
8828d54ec7fffff,TOWNHOUSE,927.828,,865700.0,https://photos.zillowstatic.com/fp/d417856be6fc23d32789e0c3f84ecd0e-p_e.jpg,869950.0,4.0,-122.3373,47.764088,FOR_SALE,2061024474.0,2617.0,10.0,3.0,1922.0,USA,USD,sqft,# A,,41,20,2326,8728d54ecffffff,"POLYGON ((-122.33711175514594 47.757628008097406, -122.33212978906194 47.76093278193699, -122.33373699984654 47.765090086986525, -122.34032659714656 47.76594247709866, -122.34530830152408 47.762637595365305, -122.34370067037464 47.758480431426264, -122.33711175514594 47.757628008097406))",452.62747138397503
8828d5570bfffff,SINGLE_FAMILY,6242.148,,1744400.0,https://photos.zillowstatic.com/fp/4325bcbf2956bd78a9c651afc833cc5d-p_e.jpg,1650000.0,5.0,-122.39122,47.52803,FOR_SALE,49116150.0,4180.0,10.0,3.0,3400.0,USA,USD,sqft,,,41,20,2326,8728d5570ffffff,"POLYGON ((-122.39045681592182 47.52325496200264, -122.385492385504 47.526569353949576, -122.3870972613644 47.53074046377794, -122.39366698470063 47.53159703941141, -122.39863115342484 47.52828254028042, -122.39702586057255 47.52411157271257, -122.39045681592182 47.52325496200264))",485.29411764705884
8828d55339fffff,SINGLE_FAMILY,5475.492,,528400.0,https://photos.zillowstatic.com/fp/3fb4a40d161f536f5260d2db98536ffd-p_e.jpg,519900.0,2.0,-122.18634,47.492424,FOR_SALE,49025317.0,2714.0,10.0,1.0,1440.0,USA,USD,sqft,,,41,20,2326,8728d5533ffffff,"POLYGON ((-122.1885427331456 47.48482611694684, -122.18356682970948 47.48813499225138, -122.1851628326849 47.49231382939557, -122.19173515966682 47.49318364991066, -122.19671080712416 47.489874666467124, -122.1951143836442 47.485695970660245, -122.1885427331456 47.48482611694684))",361.0416666666667
8828d55123fffff,SINGLE_FAMILY,0.5331,,2894300.0,https://photos.zillowstatic.com/fp/822a1132b60554d2ec3f877c509c0c99-p_e.jpg,2795000.0,5.0,-122.13772,47.546787,FOR_SALE,49125726.0,6700.0,10.0,4.0,5365.0,USA,USD,acres,,,41,20,2326,8728d5512ffffff,"POLYGON ((-122.1417530021232 47.54209527162789, -122.13677054177485 47.54540065975802, -122.13836573611684 47.54957700565439, -122.14494381285043 47.55044782255684, -122.14992601814669 47.54714232595013, -122.14833040182745 47.54296612093032, -122.1417530021232 47.54209527162789))",520.9692451071761
8828d542ddfffff,CONDO,,,606700.0,https://photos.zillowstatic.com/fp/f291fca011c843eb51558f950c989320-p_e.jpg,599000.0,2.0,-122.3524,47.61767,FOR_SALE,88875795.0,1617.0,10.0,1.0,1104.0,USA,USD,,# 205,,41,20,2326,8728d542dffffff,"POLYGON ((-122.35009833380491 47.61303099696434, -122.34512584184408 47.616341049604245, -122.34673080610821 47.62050740461485, -122.35330868106492 47.621363565284305, -122.358280911868 47.61805340509082, -122.35667552893841 47.613887191794056, -122.35009833380491 47.61303099696434))",542.572463768116
8828d5409bfffff,TOWNHOUSE,5100.876,,721900.0,https://photos.zillowstatic.com/fp/845a8295d2579fd5e9b49db5dd119fb6-p_e.jpg,709950.0,2.0,-122.34874,47.69334,FOR_SALE,348562413.0,,10.0,2.0,1196.0,USA,USD,sqft,# B,NEW_CONSTRUCTION_TYPE_OTHER,41,20,2326,8728d5409ffffff,"POLYGON ((-122.34770547199322 47.68787431698407, -122.342728378075 47.69118178826304, -122.34433467823744 47.695343351855804, -122.3509184918442 47.696197302758804, -122.35589532420337 47.692889723773916, -122.35428860458131 47.688728301604556, -122.34770547199322 47.68787431698407))",593.6036789297659
8828d551c1fffff,SINGLE_FAMILY,0.3593,,2566500.0,https://photos.zillowstatic.com/fp/928684b9bd299b548686884f22df072a-p_e.jpg,2495000.0,4.0,-122.21459,47.54763,FOR_SALE,49093083.0,5693.0,10.0,4.0,2967.0,USA,USD,acres,,,41,20,2326,8728d551cffffff,"POLYGON ((-122.21587909941718 47.539994749639014, -122.21090179145254 47.5433027139616, -122.21249994551198 47.54747727974473, -122.21907582813118 47.54834373993966, -122.22405287903732 47.545035667516466, -122.22245430444873 47.54086124301167, -122.21587909941718 47.539994749639014))",840.9167509268622
8828d5501dfffff,SINGLE_FAMILY,2600.532,,943800.0,https://photos.zillowstatic.com/fp/9a245614fc314069b63b06eda1f7198e-p_e.jpg,930000.0,3.0,-122.26295,47.514397,FOR_SALE,333458477.0,3484.0,10.0,4.0,1840.0,USA,USD,sqft,,,41,20,2326,8728d5501ffffff,"POLYGON ((-122.26065085850784 47.510210566748526, -122.2556783529314 47.51352103087333, -122.25727774993031 47.517696360837945, -122.26385007194074 47.518561085064455, -122.26882231942376 47.51525051311868, -122.26722250305578 47.51107532478001, -122.26065085850784 47.510210566748526))",505.4347826086956
8828d550ddfffff,TOWNHOUSE,,-5000.0,683300.0,https://photos.zillowstatic.com/fp/d02182cb638295d2551be32656691e12-p_e.jpg,679000.0,4.0,-122.317856,47.52664,FOR_SALE,2079987640.0,3295.0,10.0,2.0,1650.0,USA,USD,,# B,,41,20,2326,8728d550dffffff,"POLYGON ((-122.31642451930423 47.52546379659514, -122.3114549090417 47.528775630808795, -122.31305684569618 47.532948526615456, -122.31962881112396 47.53380944635753, -122.32459816168542 47.53049750457829, -122.3229958065862 47.526324750635176, -122.31642451930423 47.52546379659514))",411.5151515151515
8828d550bdfffff,TOWNHOUSE,2064.744,,658000.0,https://photos.zillowstatic.com/fp/a971eee3d4ef37691e5238c6e751505b-p_e.jpg,650000.0,2.0,-122.29503,47.564972,FOR_SALE,96656929.0,3099.0,10.0,3.0,1270.0,USA,USD,sqft,,,41,20,2326,8728d550bffffff,"POLYGON ((-122.29140302645173 47.55784712657171, -122.28642979856158 47.56115704280435, -122.28803134247678 47.56532849572223, -122.29460653359862 47.56618989080893, -122.29957950226722 47.56287986682511, -122.29797753910164 47.55870855551841, -122.29140302645173 47.55784712657171))",511.81102362204723
8828d55345fffff,SINGLE_FAMILY,7501.032,,702700.0,https://photos.zillowstatic.com/fp/1afa8f72532ba8e6daba393b98fbe264-p_e.jpg,678000.0,4.0,-122.1761,47.46096,FOR_SALE,48731929.0,2999.0,10.0,2.0,1720.0,USA,USD,sqft,,,41,20,2326,8728d5534ffffff,"POLYGON ((-122.17080397533987 47.45469309986294, -122.1658286474166 47.45800237583225, -122.16742336323964 47.462183615849945, -122.17399382759668 47.4630554385568, -122.1789689002062 47.45974605441287, -122.17737376383819 47.45556495574947, -122.17080397533987 47.45469309986294))",394.1860465116279
8828d542d7fffff,CONDO,0.4408999999999999,,788300.0,https://photos.zillowstatic.com/fp/d97ecaf5b6c57c92ef6c444fa169e5f7-p_e.jpg,764900.0,3.0,-122.359695,47.62702,FOR_SALE,49101472.0,2555.0,10.0,2.0,1332.0,USA,USD,acres,Apt 401,,41,20,2326,8728d542dffffff,"POLYGON ((-122.35491407124441 47.62552938192863, -122.34994116772822 47.62883917958452, -122.35154656511796 47.63300459950552, -122.35812528478705 47.63386008009075, -122.36309792693689 47.63055017488269, -122.36149211085028 47.62638489665419, -122.35491407124441 47.62552938192863))",574.2492492492493
8828d54253fffff,SINGLE_FAMILY,5998.212,,1414100.0,https://photos.zillowstatic.com/fp/cbf00df6ffdeb35eb69f24c799a21fd2-p_e.jpg,1395000.0,7.0,-122.31635,47.59083,FOR_SALE,49050333.0,6517.0,10.0,5.0,4300.0,USA,USD,sqft,,,41,20,2326,8728d5425ffffff,"POLYGON ((-122.30919430759553 47.587901194509016, -122.30422051364776 47.591210708894295, -122.30582334821425 47.595379754990056, -122.31240039600095 47.59623914512017, -122.31737393005814 47.59292952301917, -122.31577067628535 47.588760618516424, -122.30919430759553 47.587901194509016))",324.4186046511628
8828d542c3fffff,CONDO,,,570500.0,https://photos.zillowstatic.com/fp/69bfbd9f76255ba2844cadcd890478ff-p_e.jpg,575000.0,1.0,-122.344124,47.6193,FOR_SALE,92571481.0,1942.0,10.0,2.0,846.0,USA,USD,,Unit 416,,41,20,2326,8728d542cffffff,"POLYGON ((-122.33854813179829 47.615484243007955, -122.33357470631019 47.618793825462134, -122.33517925166075 47.622960322117024, -122.3417576414793 47.623817094686075, -122.34673080610821 47.62050740461485, -122.34512584184408 47.616341049604245, -122.33854813179829 47.615484243007955))",679.6690307328605
8828d542cbfffff,CONDO,,-52000.0,990600.0,https://photos.zillowstatic.com/fp/36ff6ecaf347c719050156b1e53e45f4-p_e.jpg,986000.0,2.0,-122.34294,47.612076,FOR_SALE,65228869.0,2745.0,10.0,2.0,1408.0,USA,USD,,Apt 1103,,41,20,2325,8728d542cffffff,"POLYGON ((-122.34191634632268 47.60800740462694, -122.3369435934576 47.61131734968077, -122.33854813179829 47.615484243007955, -122.34512584184408 47.616341049604245, -122.35009833380491 47.61303099696434, -122.34849337669043 47.608864245326885, -122.34191634632268 47.60800740462694))",700.2840909090909
8828d54e5dfffff,SINGLE_FAMILY,9875.052,,883200.0,https://photos.zillowstatic.com/fp/900d08a3323176872e1440657433aea2-p_e.jpg,850000.0,7.0,-122.30539,47.719116,FOR_SALE,49054085.0,4770.0,10.0,3.0,2990.0,USA,USD,sqft,,,41,20,2325,8728d54e5ffffff,"POLYGON ((-122.30289231686834 47.71763153150013, -122.29791039531312 47.72093649478908, -122.29951545550284 47.72509728960468, -122.30610285794124 47.72595298006418, -122.31108451897254 47.7226479087841, -122.30947903815581 47.71848725504835, -122.30289231686834 47.71763153150013))",284.2809364548495
8828d55559fffff,CONDO,6019.992,-20000.0,645600.0,https://photos.zillowstatic.com/fp/c99d27fcfa31fc4c2033e795b373dbbe-p_e.jpg,625000.0,2.0,-122.38718,47.564465,FOR_SALE,49080458.0,2039.0,10.0,2.0,1131.0,USA,USD,sqft,Apt 501,,41,20,2325,8728d5555ffffff,"POLYGON ((-122.3851916996277 47.55821828321901, -122.38022484569194 47.561531338402155, -122.38183017676612 47.5657003262741, -122.3884027792828 47.56655611687355, -122.39336937144999 47.563242954416424, -122.39176362293523 47.559074108646385, -122.3851916996277 47.55821828321901))",552.6083112290008
8828d54529fffff,CONDO,,,535500.0,https://photos.zillowstatic.com/fp/6dc5179941db614d14d339feb8518b53-p_e.jpg,509950.0,2.0,-122.348816,47.727577,FOR_SALE,2079000251.0,1149.0,10.0,2.0,1157.0,USA,USD,,# B108,,41,20,2325,8728d5452ffffff,"POLYGON ((-122.34241090110595 47.72275957244974, -122.33743137223766 47.72606569607176, -122.33903812763134 47.73022513107554, -122.34562483187173 47.731078301203176, -122.35060409910717 47.727772069781736, -122.34899692380164 47.72361277604469, -122.34241090110595 47.72275957244974))",440.75194468452895
8828d542d5fffff,CONDO,,,,https://photos.zillowstatic.com/fp/4831ecba1b7546004996726293b2f4e0-p_e.jpg,579000.0,1.0,-122.34687,47.625008,FOR_SALE,2103864021.0,,10.0,1.0,1014.0,USA,USD,,# R326,,41,20,2325,8728d542dffffff,"POLYGON ((-122.34673080610821 47.62050740461485, -122.3417576414793 47.623817094686075, -122.34336261285353 47.62798305299882, -122.34994116772822 47.62883917958452, -122.35491407124441 47.62552938192863, -122.35330868106492 47.621363565284305, -122.34673080610821 47.62050740461485))",571.0059171597633
8828d5420bfffff,CONDO,,,938100.0,https://photos.zillowstatic.com/fp/e3a602e173a3d5032199942ff02bab59-p_e.jpg,889950.0,2.0,-122.286545,47.596024,FOR_SALE,49081327.0,2210.0,10.0,2.0,832.0,USA,USD,,Apt 5,,41,20,2325,8728d5420ffffff,"POLYGON ((-122.28609151210837 47.59279906870382, -122.28111585430315 47.59610764184304, -122.28271784971379 47.60027697091549, -122.28929592269762 47.601137585407926, -122.2942713212101 47.59782890442665, -122.29266890609765 47.59365971680765, -122.28609151210837 47.59279906870382))",1069.6514423076924
8828d5454dfffff,CONDO,,,501400.0,https://photos.zillowstatic.com/fp/f912a70eb0f1c0dc4a60142c4046f876-p_e.jpg,479995.0,2.0,-122.35577,47.69581,FOR_SALE,80115711.0,2016.0,10.0,2.0,835.0,USA,USD,,Apt 304,,41,20,2325,8728d5454ffffff,"POLYGON ((-122.35589532420337 47.692889723773916, -122.3509184918442 47.696197302758804, -122.35252521869998 47.70035832763529, -122.35910919733236 47.70121163209206, -122.36408576787828 47.6979039454336, -122.36247862167157 47.693743062004536, -122.35589532420337 47.692889723773916))",574.8443113772455
8828d54233fffff,SINGLE_FAMILY,4369.068,,1344000.0,https://photos.zillowstatic.com/fp/594cd96390aa850476c18a525b776b39-p_e.jpg,1290000.0,3.0,-122.28889,47.622314,FOR_SALE,48997369.0,4588.0,10.0,3.0,2160.0,USA,USD,sqft,,,41,20,2325,8728d5423ffffff,"POLYGON ((-122.28415039153882 47.620259040956164, -122.27917297462893 47.62356663234717, -122.28077541538045 47.627734233078705, -122.28735569312192 47.62859410109041, -122.29233285062223 47.62528640179675, -122.29072998985689 47.621118942406696, -122.28415039153882 47.620259040956164))",597.2222222222222
8828d55559fffff,CONDO,,,360700.0,https://photos.zillowstatic.com/fp/55a01c607f238368660528a09df06474-p_e.jpg,349950.0,1.0,-122.38718,47.564465,FOR_SALE,49080454.0,1608.0,10.0,1.0,721.0,USA,USD,,Apt 401,,41,20,2325,8728d5555ffffff,"POLYGON ((-122.3851916996277 47.55821828321901, -122.38022484569194 47.561531338402155, -122.38183017676612 47.5657003262741, -122.3884027792828 47.56655611687355, -122.39336937144999 47.563242954416424, -122.39176362293523 47.559074108646385, -122.3851916996277 47.55821828321901))",485.36754507628297
8828d542b3fffff,MULTI_FAMILY,5000.688,,2747400.0,https://photos.zillowstatic.com/fp/1598ce8f8fda9b54973091f17b42d4fe-p_e.jpg,2650000.0,8.0,-122.34043,47.662373,FOR_SALE,2076733387.0,6495.0,10.0,6.0,3600.0,USA,USD,sqft,,,41,20,2325,8728d542bffffff,"POLYGON ((-122.34144005198104 47.65542569448909, -122.33646445626775 47.658734040521644, -122.3380698821023 47.662897872841526, -122.34465132297298 47.66375321763043, -122.34962665749998 47.66044476392115, -122.34802081240896 47.65628107311232, -122.34144005198104 47.65542569448909))",736.1111111111111
8828d5501dfffff,SINGLE_FAMILY,5501.628,,1209000.0,https://photos.zillowstatic.com/fp/c18ca04e1fdfd0a346d3de06e533b40b-p_e.jpg,1175000.0,3.0,-122.26314,47.517517,FOR_SALE,49016945.0,5347.0,10.0,3.0,3000.0,USA,USD,sqft,,,41,20,2325,8728d5501ffffff,"POLYGON ((-122.26065085850784 47.510210566748526, -122.2556783529314 47.51352103087333, -122.25727774993031 47.517696360837945, -122.26385007194074 47.518561085064455, -122.26882231942376 47.51525051311868, -122.26722250305578 47.51107532478001, -122.26065085850784 47.510210566748526))",391.6666666666667
8828d54ee1fffff,SINGLE_FAMILY,5850.108,,885000.0,https://photos.zillowstatic.com/fp/ab33ab2e551898fd4d75003b0aa61bb7-p_e.jpg,847777.0,5.0,-122.31486,47.76574,FOR_SALE,48808812.0,3229.0,10.0,4.0,2580.0,USA,USD,sqft,,,41,20,2325,8728d54eeffffff,"POLYGON ((-122.31396750809876 47.76253039513758, -122.30898366931373 47.76583422329736, -122.31059003862065 47.769991810360445, -122.31718066764262 47.77084542830423, -122.32216424532179 47.76754149212307, -122.3205574551514 47.76338404603217, -122.31396750809876 47.76253039513758))",328.5957364341085
8828d551e9fffff,SINGLE_FAMILY,8001.972,,1323700.0,https://photos.zillowstatic.com/fp/c3e831d67c7c07a3b6fa67419ca37431-p_e.jpg,1250000.0,4.0,-122.192566,47.546013,FOR_SALE,48865483.0,3994.0,10.0,3.0,2090.0,USA,USD,sqft,,,41,20,2325,8728d551effffff,"POLYGON ((-122.19277161999089 47.5448753824427, -122.18779245457722 47.54818240377971, -122.18938976683737 47.552357251908596, -122.19596666560034 47.55322493757547, -122.20094557455477 47.5499178080127, -122.19934784127143 47.54574310102154, -122.19277161999089 47.5448753824427))",598.0861244019138
8828d542c5fffff,CONDO,,,329600.0,https://photos.zillowstatic.com/fp/e26f1f5b26ee4affa57e8afe1503bf99-p_e.jpg,320000.0,0.0,-122.32415,47.6158,FOR_SALE,72496833.0,831.0,10.0,1.0,510.0,USA,USD,,Unit 230,,41,20,2325,8728d542cffffff,"POLYGON ((-122.31881430356925 47.6129113074956, -122.31383968445627 47.61622031180934, -122.31544338450529 47.620387488307266, -122.32202212300338 47.62124551895355, -122.32699648180946 47.61793640692695, -122.32539236249059 47.61376937197957, -122.31881430356925 47.6129113074956))",627.4509803921569
8828d54763fffff,MULTI_FAMILY,3341.052,,1338000.0,https://photos.zillowstatic.com/fp/de6e3bec785a85b3815c3ecb7b2762a7-p_e.jpg,1299000.0,7.0,-122.367134,47.66484,FOR_SALE,48772227.0,5178.0,10.0,4.0,3550.0,USA,USD,sqft,,,41,20,2325,8728d5476ffffff,"POLYGON ((-122.36936908239623 47.66300770283349, -122.3643949443896 47.66631673483205, -122.36600164207232 47.6704793484583, -122.37258289661882 47.67133278847012, -122.37755677263253 47.668023648923324, -122.37594965615905 47.66386117692554, -122.36936908239623 47.66300770283349))",365.9154929577465
8828d54735fffff,TOWNHOUSE,888.624,,,https://photos.zillowstatic.com/fp/6b6124bdc6fd58150d67226c07982cb8-p_e.jpg,895000.0,3.0,-122.3743,47.69164,FOR_SALE,348541317.0,,10.0,3.0,1593.0,USA,USD,sqft,# D,NEW_CONSTRUCTION_TYPE_OTHER,41,20,2325,8728d5473ffffff,"POLYGON ((-122.3790122601068 47.68797921665977, -122.37403729925376 47.69128773763463, -122.37564486456252 47.69544847954703, -122.38222780964398 47.696300558911304, -122.38720250808572 47.69299193039049, -122.38559452392381 47.688831330063934, -122.3790122601068 47.68797921665977))",561.8330194601381
8828d4269bfffff,SINGLE_FAMILY,4051.08,,845200.0,https://photos.zillowstatic.com/fp/bf985fe06b1f55c6571ed7af187e0d66-p_e.jpg,825000.0,4.0,-122.16993,47.444588,FOR_SALE,58383459.0,3634.0,10.0,3.0,2450.0,USA,USD,sqft,,,41,20,2325,8728d4269ffffff,"POLYGON ((-122.16602027315936 47.44214726036914, -122.16104536089499 47.44545679057598, -122.16263964626118 47.44963896317549, -122.16920926446929 47.45051146420563, -122.17418392162593 47.44720182582224, -122.17258921574793 47.44301979459798, -122.16602027315936 47.44214726036914))",336.734693877551
8828d5431bfffff,SINGLE_FAMILY,0.4557,,9959600.0,https://photos.zillowstatic.com/fp/f5617a759cc1e3f6a421de9f242ff0ad-p_e.jpg,10188000.0,5.0,-122.23645,47.621628,FOR_SALE,48842582.0,8959.0,10.0,7.0,6629.0,USA,USD,acres,,BUILDER_SPEC,41,20,2325,8728d5431ffffff,"POLYGON ((-122.2331097961262 47.61753422043096, -122.22812906705784 47.62084018044556, -122.22972939268311 47.625009280876895, -122.23631086841584 47.625872280223376, -122.24129133948144 47.62256621205275, -122.2396905928833 47.61839725270438, -122.2331097961262 47.61753422043096))",1536.8833911600543
8828d5c8b1fffff,SINGLE_FAMILY,9265.212,,855600.0,https://photos.zillowstatic.com/fp/cbe010e47d5dc44d61f2b826a63ef091-p_e.jpg,829950.0,4.0,-122.29179,47.429966,FOR_SALE,49060913.0,3445.0,10.0,3.0,1940.0,USA,USD,sqft,,,41,20,2325,8728d5c8bffffff,"POLYGON ((-122.28954783148026 47.42277099543509, -122.2845824442353 47.426085326768664, -122.28618134808511 47.43026554524738, -122.29274605718967 47.4311312902997, -122.29771118609324 47.42781685144547, -122.29611186429943 47.42363677507221, -122.28954783148026 47.42277099543509))",427.80927835051546
8828d5cd35fffff,CONDO,0.4754,,593700.0,https://photos.zillowstatic.com/fp/65acc0eaf556161d40be28a87e114c01-p_e.jpg,565000.0,2.0,-122.34066,47.46352,FOR_SALE,59699336.0,2985.0,10.0,2.0,1590.0,USA,USD,acres,Apt 302,,41,20,2325,8728d5cd3ffffff,"POLYGON ((-122.3351744230597 47.4605203704404, -122.33020991947832 47.46383498596312, -122.33181137672887 47.46801158489024, -122.33837775506504 47.46887342610193, -122.34334199883773 47.46555870322431, -122.34174012414876 47.46138224650251, -122.3351744230597 47.4605203704404))",355.34591194968556
